Date|AQSID|Sitename|Parameter name|Reporting units|Value|Averaging period|Data Source
01/01/20|150012023|Mountain View|PM2.5-24hr|UG/M3|2.2|24|Hawaii State Dept. of Health
01/01/20|150012023|Mountain View|SO2-24HR|PPB|2|24|Hawaii State Dept. of Health
01/01/20|150030010|Kapolei|CO-8hr|PPM|0.07|1|Hawaii State Dept. of Health
01/01/20|150030010|Kapolei|PM10-24hr|UG/M3|16|24|Hawaii State Dept. of Health
01/01/20|150030010|Kapolei|PM2.5-24hr|UG/M3|15.5|24|Hawaii State Dept. of Health
01/01/20|150030010|Kapolei|SO2-24HR|PPB|0|24|Hawaii State Dept. of Health
01/01/20|150031001|Honolulu|CO-8hr|PPM|0.27|1|Hawaii State Dept. of Health
01/01/20|150031001|Honolulu|PM10-24hr|UG/M3|13|24|Hawaii State Dept. of Health
01/01/20|150031001|Honolulu|PM2.5-24hr|UG/M3|3.8|24|Hawaii State Dept. of Health
01/01/20|150031001|Honolulu|SO2-24HR|PPB|0|24|Hawaii State Dept. of Health
01/01/20|150031004|SAND ISLAND 2 - ANUE|OZONE-1HR|PPB|41|1|Hawaii State Dept. of Health
01/01/20|150031004|SAND ISLAND 2 - ANUE|OZONE-8HR|PPB|39|8|Hawaii State Dept. of Health
01/01/20|150031004|SAND ISLAND 2 - ANUE|PM2.5-24hr|UG/M3|4.6|24|Hawaii State Dept. of Health
01/01/20|150032004|Pearl City|PM10-24hr|UG/M3|19|24|Hawaii State Dept. of Health
01/01/20|150032004|Pearl City|PM2.5-24hr|UG/M3|6.4|24|Hawaii State Dept. of Health
01/01/20|150090006|Kihei, Maui|PM2.5-24hr|UG/M3|5.8|24|Hawaii State Dept. of Health
01/01/20|150090025|KAHULUI|PM2.5-24hr|UG/M3|7.5|24|Hawaii State Dept. of Health
01/01/20|160010009|Boise Fire Station|PM10-24hr|UG/M3|4|24|Idaho Department of Environmental Quality
01/01/20|160010010|St. Lukes Meridian|CO-8hr|PPM|0.2|1|Idaho Department of Environmental Quality
01/01/20|160010010|St. Lukes Meridian|OZONE-1HR|PPB|34|1|Idaho Department of Environmental Quality
01/01/20|160010010|St. Lukes Meridian|OZONE-8HR|PPB|30|8|Idaho Department of Environmental Quality
01/01/20|160010010|St. Lukes Meridian|PM2.5-24hr|UG/M3|2.8|24|Idaho Department of Environmental Quality
01/01/20|160010010|St. Lukes Meridian|SO2-24HR|PPB|0|24|Idaho Department of Environmental Quality
01/01/20|160010014|Boise Eastman|CO-8hr|PPM|0.42|1|Idaho Department of Environmental Quality
01/01/20|160010020|Garden City|PM2.5-24hr|UG/M3|1|24|Idaho Department of Environmental Quality
01/01/20|160050004|Pocatello STP|SO2-24HR|PPB|10|24|Idaho Department of Environmental Quality
01/01/20|160050015|Pocatello Garrett an|PM10-24hr|UG/M3|4|24|Idaho Department of Environmental Quality
01/01/20|160050015|Pocatello Garrett an|PM2.5-24hr|UG/M3|-0.4|24|Idaho Department of Environmental Quality
01/01/20|160050020|Shoshone Bannock Tri|PM10-24hr|UG/M3|20|24|Tribal Environmental Exchange Network
01/01/20|160090010|St. Maries|PM2.5-24hr|UG/M3|1.8|24|Idaho Department of Environmental Quality
01/01/20|160090011|Plummer CDA Tribe|PM2.5-24hr|UG/M3|2.1|24|Idaho Department of Environmental Quality
01/01/20|160130004|Ketchum|PM2.5-24hr|UG/M3|11.5|24|Idaho Department of Environmental Quality
01/01/20|160150001|Idaho City|PM2.5-24hr|UG/M3|17.8|24|Idaho Department of Environmental Quality
01/01/20|160150002|Garden Valley|PM2.5-24hr|UG/M3|4.9|24|Idaho Department of Environmental Quality
01/01/20|160170003|Sandpoint U of I|PM2.5-24hr|UG/M3|4|24|Idaho Department of Environmental Quality
01/01/20|160190011|Idaho Falls / Penfor|PM2.5-24hr|UG/M3|5.4|24|Idaho Department of Environmental Quality
01/01/20|160230101|Craters of the Moon |OZONE-1HR|PPB|45|1|National Park Service
01/01/20|160230101|Craters of the Moon |OZONE-8HR|PPB|44|8|National Park Service
01/01/20|160270002|Nampa Fire Station|PM10-24hr|UG/M3|3|24|Idaho Department of Environmental Quality
01/01/20|160270002|Nampa Fire Station|PM2.5-24hr|UG/M3|4.5|24|Idaho Department of Environmental Quality
01/01/20|160290031|Soda Springs Monsant|SO2-24HR|PPB|2|24|Idaho Department of Environmental Quality
01/01/20|160490002|Grangeville|PM2.5-24hr|UG/M3|3.2|24|Idaho Department of Environmental Quality
01/01/20|160490003|Kamiah-ID|PM2.5-24hr|UG/M3|4.4|24|Tribal Environmental Exchange Network
01/01/20|160499991|Nez Perce Tribe|OZONE-1HR|PPB|11|1|EPA Office of Atmospheric Programs
01/01/20|160499991|Nez Perce Tribe|OZONE-8HR|PPB|10|8|EPA Office of Atmospheric Programs
01/01/20|160530003|Minidoka National Hi|PM2.5-24hr|UG/M3|0.5|24|National Park Service
01/01/20|160570005|Moscow|PM2.5-24hr|UG/M3|1|24|Idaho Department of Environmental Quality
01/01/20|160590004|Salmon PM2.5|PM2.5-24hr|UG/M3|23|24|Idaho Department of Environmental Quality
01/01/20|160690012|Lewiston|PM2.5-24hr|UG/M3|1.6|24|Idaho Department of Environmental Quality
01/01/20|160790017|Pinehurst|PM10-24hr|UG/M3|12|24|Idaho Department of Environmental Quality
01/01/20|160790017|Pinehurst|PM2.5-24hr|UG/M3|9.3|24|Idaho Department of Environmental Quality
01/01/20|160830007|Twin Falls PM25|PM2.5-24hr|UG/M3|3|24|Idaho Department of Environmental Quality
01/01/20|160850002|McCall|PM2.5-24hr|UG/M3|9.5|24|Idaho Department of Environmental Quality
01/01/20|170191001|BONDVILLE|PM2.5-24hr|UG/M3|3.8|24|Illinois EPA
01/01/20|170199991|Bondville|CO-8hr|PPM|0.17|1|EPA Office of Atmospheric Programs
01/01/20|170199991|Bondville|OZONE-1HR|PPB|33|1|EPA Office of Atmospheric Programs
01/01/20|170199991|Bondville|OZONE-8HR|PPB|30|8|EPA Office of Atmospheric Programs
01/01/20|170199991|Bondville|SO2-24HR|PPB|0|24|EPA Office of Atmospheric Programs
01/01/20|170230001|West Union|OZONE-1HR|PPB|35|1|Indiana Dept. of Environmental Management 2
01/01/20|170230001|West Union|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|170310001|ALSIP|PM2.5-24hr|UG/M3|7|24|Illinois EPA
01/01/20|170310076|CHI_COM|PM2.5-24hr|UG/M3|5|24|Illinois EPA
01/01/20|170314007|DESPLNS|PM2.5-24hr|UG/M3|5.7|24|Illinois EPA
01/01/20|170314201|NORTHBRK|OZONE-1HR|PPB|32|1|Illinois EPA
01/01/20|170314201|NORTHBRK|OZONE-8HR|PPB|30|8|Illinois EPA
01/01/20|170314201|NORTHBRK|PM2.5-24hr|UG/M3|7.5|24|Illinois EPA
01/01/20|170316005|Cicero2|PM2.5-24hr|UG/M3|6.7|24|Illinois EPA
01/01/20|170434002|Naperville|PM2.5-24hr|UG/M3|4.6|24|Illinois EPA
01/01/20|170650002|KNIGHT_P|PM2.5-24hr|UG/M3|4.3|24|Illinois EPA
01/01/20|170859991|Stockton|OZONE-1HR|PPB|31|1|EPA Office of Atmospheric Programs
01/01/20|170859991|Stockton|OZONE-8HR|PPB|30|8|EPA Office of Atmospheric Programs
01/01/20|171110001|CARY|PM2.5-24hr|UG/M3|8.1|24|Illinois EPA
01/01/20|171132003|NORMAL|PM2.5-24hr|UG/M3|4.2|24|Illinois EPA
01/01/20|171150013|DECATUR|PM2.5-24hr|UG/M3|4.3|24|Illinois EPA
01/01/20|171191007|GC_MAD|PM2.5-24hr|UG/M3|13.7|24|Illinois EPA
01/01/20|171199991|Alhambra|OZONE-1HR|PPB|38|1|EPA Office of Atmospheric Programs
01/01/20|171199991|Alhambra|OZONE-8HR|PPB|35|8|EPA Office of Atmospheric Programs
01/01/20|171430037|PEORIA_J|PM2.5-24hr|UG/M3|3.4|24|Illinois EPA
01/01/20|171570001|HOUSTON|PM2.5-24hr|UG/M3|1.8|24|Illinois EPA
01/01/20|171613002|ROCK_IS|PM2.5-24hr|UG/M3|4.4|24|Illinois EPA
01/01/20|171670012|Springfield Ag|PM2.5-24hr|UG/M3|2.8|24|Illinois EPA
01/01/20|171971002|Joliet|PM2.5-24hr|UG/M3|8.2|24|Illinois EPA
01/01/20|171971011|BRAIDWD|PM2.5-24hr|UG/M3|5.5|24|Illinois EPA
01/01/20|180030002|Leo HS|OZONE-1HR|PPB|34|1|Indiana Dept. of Environmental Management 2
01/01/20|180030002|Leo HS|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180030004|Fort Wayne-Beacon St|OZONE-1HR|PPB|32|1|Indiana Dept. of Environmental Management 2
01/01/20|180030004|Fort Wayne-Beacon St|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|180030004|Fort Wayne-Beacon St|PM2.5-24hr|UG/M3|4.9|24|Indiana Dept. of Environmental Management 2
01/01/20|180050007|Hope|OZONE-1HR|PPB|37|1|Indiana Dept. of Environmental Management 2
01/01/20|180050007|Hope|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180050008|Columbus - Rocky For|PM2.5-24hr|UG/M3|3|24|Indiana Dept. of Environmental Management 2
01/01/20|180110001|Whitestown|OZONE-1HR|PPB|35|1|Indiana Dept. of Environmental Management 2
01/01/20|180110001|Whitestown|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180130001|Helmsburg|OZONE-1HR|PPB|39|1|Indiana Dept. of Environmental Management 2
01/01/20|180130001|Helmsburg|OZONE-8HR|PPB|36|8|Indiana Dept. of Environmental Management 2
01/01/20|180150002|Flora|OZONE-1HR|PPB|33|1|Indiana Dept. of Environmental Management 2
01/01/20|180150002|Flora|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|180190008|Charlestown State Pa|OZONE-1HR|PPB|37|1|Indiana Dept. of Environmental Management 2
01/01/20|180190008|Charlestown State Pa|OZONE-8HR|PPB|34|8|Indiana Dept. of Environmental Management 2
01/01/20|180350010|Albany|OZONE-1HR|PPB|35|1|Indiana Dept. of Environmental Management 2
01/01/20|180350010|Albany|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180390007|Bristol|OZONE-1HR|PPB|33|1|Indiana Dept. of Environmental Management 2
01/01/20|180390007|Bristol|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|180390008|Elkhart-Prairie St.|PM2.5-24hr|UG/M3|7.4|24|Indiana Dept. of Environmental Management 2
01/01/20|180431004|New Albany|OZONE-1HR|PPB|38|1|Indiana Dept. of Environmental Management 2
01/01/20|180431004|New Albany|OZONE-8HR|PPB|32|8|Indiana Dept. of Environmental Management 2
01/01/20|180431004|New Albany|SO2-24HR|PPB|0|24|Indiana Dept. of Environmental Management 2
01/01/20|180550001|Plummer|OZONE-1HR|PPB|38|1|Indiana Dept. of Environmental Management 2
01/01/20|180550001|Plummer|OZONE-8HR|PPB|35|8|Indiana Dept. of Environmental Management 2
01/01/20|180570006|Noblesville-191st St|OZONE-1HR|PPB|37|1|Indiana Dept. of Environmental Management 2
01/01/20|180570006|Noblesville-191st St|OZONE-8HR|PPB|32|8|Indiana Dept. of Environmental Management 2
01/01/20|180570007|Fishers|PM2.5-24hr|UG/M3|3.9|24|Indiana Dept. of Environmental Management 2
01/01/20|180630004|Avon|OZONE-1HR|PPB|35|1|Indiana Dept. of Environmental Management 2
01/01/20|180630004|Avon|OZONE-8HR|PPB|34|8|Indiana Dept. of Environmental Management 2
01/01/20|180670004|Kokomo - E. Vaile Av|OZONE-1HR|PPB|33|1|Indiana Dept. of Environmental Management 2
01/01/20|180670004|Kokomo - E. Vaile Av|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|180670004|Kokomo - E. Vaile Av|PM2.5-24hr|UG/M3|5.9|24|Indiana Dept. of Environmental Management 2
01/01/20|180690002|Roanoke Elem. School|OZONE-1HR|PPB|34|1|Indiana Dept. of Environmental Management 2
01/01/20|180690002|Roanoke Elem. School|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180710001|Brownstown|OZONE-1HR|PPB|38|1|Indiana Dept. of Environmental Management 2
01/01/20|180710001|Brownstown|OZONE-8HR|PPB|34|8|Indiana Dept. of Environmental Management 2
01/01/20|180839991|Vincennes|OZONE-1HR|PPB|37|1|EPA Office of Atmospheric Programs
01/01/20|180839991|Vincennes|OZONE-8HR|PPB|36|8|EPA Office of Atmospheric Programs
01/01/20|180890015|East Chicago Post Of|CO-8hr|PPM|0.46|1|Indiana Dept. of Environmental Management 2
01/01/20|180890022|Gary-IITRI|OZONE-1HR|PPB|32|1|Indiana Dept. of Environmental Management 2
01/01/20|180890022|Gary-IITRI|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|180890022|Gary-IITRI|PM10-24hr|UG/M3|8|24|Indiana Dept. of Environmental Management 2
01/01/20|180890022|Gary-IITRI|PM2.5-24hr|UG/M3|4.6|24|Indiana Dept. of Environmental Management 2
01/01/20|180890022|Gary-IITRI|SO2-24HR|PPB|0|24|Indiana Dept. of Environmental Management 2
01/01/20|180890036|Hammond-167th St|PM2.5-24hr|UG/M3|8.9|24|Indiana Dept. of Environmental Management 2
01/01/20|180892008|Hammond-141st St|OZONE-1HR|PPB|32|1|Indiana Dept. of Environmental Management 2
01/01/20|180892008|Hammond-141st St|OZONE-8HR|PPB|29|8|Indiana Dept. of Environmental Management 2
01/01/20|180892008|Hammond-141st St|SO2-24HR|PPB|0|24|Indiana Dept. of Environmental Management 2
01/01/20|180910005|Michigan City-4th St|OZONE-1HR|PPB|34|1|Indiana Dept. of Environmental Management 2
01/01/20|180910005|Michigan City-4th St|OZONE-8HR|PPB|32|8|Indiana Dept. of Environmental Management 2
01/01/20|180910010|LaPorte-E. Lincolnwa|OZONE-1HR|PPB|30|1|Indiana Dept. of Environmental Management 2
01/01/20|180910010|LaPorte-E. Lincolnwa|OZONE-8HR|PPB|29|8|Indiana Dept. of Environmental Management 2
01/01/20|180950010|Emporia|OZONE-1HR|PPB|36|1|Indiana Dept. of Environmental Management 2
01/01/20|180950010|Emporia|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180950011|Anderson-Eastside El|PM2.5-24hr|UG/M3|3.5|24|Indiana Dept. of Environmental Management 2
01/01/20|180970050|Indpls-Ft. Harrison|OZONE-1HR|PPB|37|1|Indiana Dept. of Environmental Management 2
01/01/20|180970050|Indpls-Ft. Harrison|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180970057|Indpls-Harding St|OZONE-1HR|PPB|36|1|Indiana Dept. of Environmental Management 2
01/01/20|180970057|Indpls-Harding St|OZONE-8HR|PPB|32|8|Indiana Dept. of Environmental Management 2
01/01/20|180970057|Indpls-Harding St|SO2-24HR|PPB|0|24|Indiana Dept. of Environmental Management 2
01/01/20|180970072|Indpls- Illinois St|CO-8hr|PPM|0.22|1|Indiana Dept. of Environmental Management 2
01/01/20|180970078|Indpls-Washington Pa|CO-8hr|PPM|0.19|1|Indiana Dept. of Environmental Management 2
01/01/20|180970078|Indpls-Washington Pa|OZONE-1HR|PPB|38|1|Indiana Dept. of Environmental Management 2
01/01/20|180970078|Indpls-Washington Pa|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|180970078|Indpls-Washington Pa|PM10-24hr|UG/M3|11|24|Indiana Dept. of Environmental Management 2
01/01/20|180970078|Indpls-Washington Pa|PM2.5-24hr|UG/M3|6.5|24|Indiana Dept. of Environmental Management 2
01/01/20|180970078|Indpls-Washington Pa|SO2-24HR|PPB|0|24|Indiana Dept. of Environmental Management 2
01/01/20|180970081|Indpls-W.18th St|PM2.5-24hr|UG/M3|5|24|Indiana Dept. of Environmental Management 2
01/01/20|180970087|Indpls - I-70 E|OZONE-1HR|PPB|35|1|Indiana Dept. of Environmental Management 2
01/01/20|180970087|Indpls - I-70 E|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|180970087|Indpls - I-70 E|PM2.5-24hr|UG/M3|5.9|24|Indiana Dept. of Environmental Management 2
01/01/20|181050003|Bloomington - Binfor|PM2.5-24hr|UG/M3|3.7|24|Indiana Dept. of Environmental Management 2
01/01/20|181090005|Monrovia|OZONE-1HR|PPB|38|1|Indiana Dept. of Environmental Management 2
01/01/20|181090005|Monrovia|OZONE-8HR|PPB|36|8|Indiana Dept. of Environmental Management 2
01/01/20|181230009|Leopold|OZONE-1HR|PPB|40|1|Indiana Dept. of Environmental Management 2
01/01/20|181230009|Leopold|OZONE-8HR|PPB|38|8|Indiana Dept. of Environmental Management 2
01/01/20|181270023|Portage-Hwy 12|PM10-24hr|UG/M3|6|24|Indiana Dept. of Environmental Management 2
01/01/20|181270024|Ogden Dunes|OZONE-1HR|PPB|32|1|Indiana Dept. of Environmental Management 2
01/01/20|181270024|Ogden Dunes|OZONE-8HR|PPB|30|8|Indiana Dept. of Environmental Management 2
01/01/20|181270024|Ogden Dunes|PM2.5-24hr|UG/M3|6.2|24|Indiana Dept. of Environmental Management 2
01/01/20|181270026|Valparaiso|OZONE-1HR|PPB|31|1|Indiana Dept. of Environmental Management 2
01/01/20|181270026|Valparaiso|OZONE-8HR|PPB|29|8|Indiana Dept. of Environmental Management 2
01/01/20|181290003|St. Philips|OZONE-1HR|PPB|39|1|Indiana Dept. of Environmental Management 2
01/01/20|181290003|St. Philips|OZONE-8HR|PPB|36|8|Indiana Dept. of Environmental Management 2
01/01/20|181410010|Potato Creek State P|OZONE-1HR|PPB|33|1|Indiana Dept. of Environmental Management 2
01/01/20|181410010|Potato Creek State P|OZONE-8HR|PPB|31|8|Indiana Dept. of Environmental Management 2
01/01/20|181410015|South Bend-Shields D|OZONE-1HR|PPB|33|1|Indiana Dept. of Environmental Management 2
01/01/20|181410015|South Bend-Shields D|OZONE-8HR|PPB|32|8|Indiana Dept. of Environmental Management 2
01/01/20|181410015|South Bend-Shields D|PM2.5-24hr|UG/M3|7.9|24|Indiana Dept. of Environmental Management 2
01/01/20|181410016|Granger-Beckley St.|OZONE-1HR|PPB|31|1|Indiana Dept. of Environmental Management 2
01/01/20|181410016|Granger-Beckley St.|OZONE-8HR|PPB|29|8|Indiana Dept. of Environmental Management 2
01/01/20|181450001|Fairland|OZONE-1HR|PPB|37|1|Indiana Dept. of Environmental Management 2
01/01/20|181450001|Fairland|OZONE-8HR|PPB|33|8|Indiana Dept. of Environmental Management 2
01/01/20|181570008|Lafayette-Greenbush |PM2.5-24hr|UG/M3|9.6|24|Indiana Dept. of Environmental Management 2
01/01/20|181630013|Inglefield|OZONE-1HR|PPB|35|1|Indiana Dept. of Environmental Management 2
01/01/20|181630021|Evansville-Buena Vis|OZONE-1HR|PPB|39|1|Indiana Dept. of Environmental Management 2
01/01/20|181630021|Evansville-Buena Vis|OZONE-8HR|PPB|36|8|Indiana Dept. of Environmental Management 2
01/01/20|181630021|Evansville-Buena Vis|PM2.5-24hr|UG/M3|3|24|Indiana Dept. of Environmental Management 2
01/01/20|181630021|Evansville-Buena Vis|SO2-24HR|PPB|0|24|Indiana Dept. of Environmental Management 2
01/01/20|181630022|Evansville-Lloyd|CO-8hr|PPM|0.17|1|Indiana Dept. of Environmental Management 2
01/01/20|181670024|Sandcut|OZONE-1HR|PPB|36|1|Indiana Dept. of Environmental Management 2
01/01/20|181670024|Sandcut|OZONE-8HR|PPB|34|8|Indiana Dept. of Environmental Management 2
01/01/20|181699991|Salamonie Reservoir|OZONE-1HR|PPB|35|1|EPA Office of Atmospheric Programs
01/01/20|181699991|Salamonie Reservoir|OZONE-8HR|PPB|32|8|EPA Office of Atmospheric Programs
01/01/20|181730008|Boonville|OZONE-1HR|PPB|38|1|Indiana Dept. of Environmental Management 2
01/01/20|181730008|Boonville|OZONE-8HR|PPB|36|8|Indiana Dept. of Environmental Management 2
01/01/20|181730011|Dayville|OZONE-1HR|PPB|40|1|Indiana Dept. of Environmental Management 2
01/01/20|181730011|Dayville|OZONE-8HR|PPB|35|8|Indiana Dept. of Environmental Management 2
01/01/20|181830003|Larwill|PM2.5-24hr|UG/M3|7.9|24|Indiana Dept. of Environmental Management 2
01/01/20|188CRI010001|San Jose|PM2.5-24hr|UG/M3|5.8|24|U.S. Department of State Costa Rica - San Jose
01/01/20|190130009|Waterloo, Water Towe|PM2.5-24hr|UG/M3|7.6|24|Iowa DNR
01/01/20|190450019|Clinton, Chancy Park|PM2.5-24hr|UG/M3|6.4|24|Iowa DNR
01/01/20|190450019|Clinton, Chancy Park|SO2-24HR|PPB|2|24|Iowa DNR
01/01/20|191032001|Iowa City, Hoover Sc|PM2.5-24hr|UG/M3|7.4|24|Iowa DNR
01/01/20|191130040|PUBLIC HEALTH|PM2.5-24hr|UG/M3|7.4|24|Linn Co. Public Health 
01/01/20|191130041|TAIT CUMMINS|SO2-24HR|PPB|3|24|Linn Co. Public Health 
01/01/20|191370002|Viking Lake State Pa|PM2.5-24hr|UG/M3|4.4|24|Iowa DNR
01/01/20|191390016|Muscatine, Greenwood|SO2-24HR|PPB|0|24|Iowa DNR
01/01/20|191390019|Muscatine, High Scho|PM2.5-24hr|UG/M3|4.9|24|Iowa DNR
01/01/20|191390019|Muscatine, High Scho|SO2-24HR|PPB|0|24|Iowa DNR
01/01/20|191390020|Muscatine, Musser Pa|SO2-24HR|PPB|1|24|Iowa DNR
01/01/20|191471002|Emmetsburg, ILCC|PM2.5-24hr|UG/M3|4.5|24|Iowa DNR
01/01/20|191530030|CARPENTER|PM2.5-24hr|UG/M3|5.5|24|Polk Co. Air Quality Division
01/01/20|191630015|Davenport, 10th & Vi|CO-8hr|PPM|0.2|1|Iowa DNR
01/01/20|191630015|Davenport, 10th & Vi|OZONE-1HR|PPB|33|1|Iowa DNR
01/01/20|191630015|Davenport, 10th & Vi|OZONE-8HR|PPB|31|8|Iowa DNR
01/01/20|191630015|Davenport, 10th & Vi|PM2.5-24hr|UG/M3|6.8|24|Iowa DNR
01/01/20|191630015|Davenport, 10th & Vi|SO2-24HR|PPB|0|24|Iowa DNR
01/01/20|191630017|Buffalo|PM10-24hr|UG/M3|17|24|Iowa DNR
01/01/20|191770006|Lake Sugema|PM2.5-24hr|UG/M3|4.8|24|Iowa DNR
01/01/20|191770006|Lake Sugema|SO2-24HR|PPB|0|24|Iowa DNR
01/01/20|200910010|Heritage Park|OZONE-1HR|PPB|41|1|Kansas Dept. of Health and Environment
01/01/20|200910010|Heritage Park|OZONE-8HR|PPB|38|8|Kansas Dept. of Health and Environment
01/01/20|200910010|Heritage Park|PM2.5-24hr|UG/M3|3|24|Kansas Dept. of Health and Environment
01/01/20|201030003|Leavenworth-U.S. Pen|OZONE-1HR|PPB|40|1|Kansas Dept. of Health and Environment
01/01/20|201030003|Leavenworth-U.S. Pen|OZONE-8HR|PPB|37|8|Kansas Dept. of Health and Environment
01/01/20|201330003|Chanute|OZONE-1HR|PPB|40|1|Kansas Dept. of Health and Environment
01/01/20|201330003|Chanute|OZONE-8HR|PPB|36|8|Kansas Dept. of Health and Environment
01/01/20|201330003|Chanute|PM10-24hr|UG/M3|12|24|Kansas Dept. of Health and Environment
01/01/20|201330003|Chanute|SO2-24HR|PPB|1|24|Kansas Dept. of Health and Environment
01/01/20|201730010|WHlthDpt|OZONE-1HR|PPB|39|1|Kansas Dept. of Health and Environment
01/01/20|201730010|WHlthDpt|OZONE-8HR|PPB|35|8|Kansas Dept. of Health and Environment
01/01/20|201730010|WHlthDpt|PM10-24hr|UG/M3|10|24|Kansas Dept. of Health and Environment
01/01/20|201730010|WHlthDpt|PM2.5-24hr|UG/M3|3.9|24|Kansas Dept. of Health and Environment
01/01/20|201730018|Sedgwick|OZONE-1HR|PPB|41|1|Kansas Dept. of Health and Environment
01/01/20|201730018|Sedgwick|OZONE-8HR|PPB|36|8|Kansas Dept. of Health and Environment
01/01/20|201770013|KNI-Topeka|OZONE-1HR|PPB|42|1|Kansas Dept. of Health and Environment
01/01/20|201770013|KNI-Topeka|OZONE-8HR|PPB|39|8|Kansas Dept. of Health and Environment
01/01/20|201770013|KNI-Topeka|PM10-24hr|UG/M3|9|24|Kansas Dept. of Health and Environment
01/01/20|201770013|KNI-Topeka|PM2.5-24hr|UG/M3|4.6|24|Kansas Dept. of Health and Environment
01/01/20|201810003|Goodland|PM10-24hr|UG/M3|9|24|Kansas Dept. of Health and Environment
01/01/20|201910002|PECK|OZONE-1HR|PPB|40|1|Kansas Dept. of Health and Environment
01/01/20|201910002|PECK|OZONE-8HR|PPB|36|8|Kansas Dept. of Health and Environment
01/01/20|201910002|PECK|PM10-24hr|UG/M3|12|24|Kansas Dept. of Health and Environment
01/01/20|201950001|Cedar Bluff|OZONE-1HR|PPB|31|1|Kansas Dept. of Health and Environment
01/01/20|201950001|Cedar Bluff|OZONE-8HR|PPB|26|8|Kansas Dept. of Health and Environment
01/01/20|201950001|Cedar Bluff|PM10-24hr|UG/M3|1|24|Kansas Dept. of Health and Environment
01/01/20|201950001|Cedar Bluff|PM2.5-24hr|UG/M3|1.2|24|Kansas Dept. of Health and Environment
01/01/20|201950001|Cedar Bluff|SO2-24HR|PPB|0|24|Kansas Dept. of Health and Environment
01/01/20|202090021|WY/KC|OZONE-1HR|PPB|43|1|Kansas Dept. of Health and Environment
01/01/20|202090021|WY/KC|OZONE-8HR|PPB|38|8|Kansas Dept. of Health and Environment
01/01/20|202090021|WY/KC|PM10-24hr|UG/M3|16|24|Kansas Dept. of Health and Environment
01/01/20|202090021|WY/KC|PM2.5-24hr|UG/M3|8.7|24|Kansas Dept. of Health and Environment
01/01/20|202090021|WY/KC|SO2-24HR|PPB|1|24|Kansas Dept. of Health and Environment
01/01/20|210190017|FIVCO|PM2.5-24hr|UG/M3|5.4|24|Kentucky DEP
01/01/20|210373002|NKU|PM2.5-24hr|UG/M3|5|24|Kentucky DEP
01/01/20|210590005|OWENPRI|PM2.5-24hr|UG/M3|4|24|Kentucky DEP
01/01/20|210610501|Mammoth Cave NP|OZONE-1HR|PPB|40|1|National Park Service
01/01/20|210610501|Mammoth Cave NP|OZONE-8HR|PPB|37|8|National Park Service
01/01/20|210610501|Mammoth Cave NP|PM2.5-24hr|UG/M3|2.6|24|National Park Service
01/01/20|210670012|NEWTWN|PM2.5-24hr|UG/M3|4.5|24|Kentucky DEP
01/01/20|210930006|ETOWN2|PM2.5-24hr|UG/M3|3.5|24|Kentucky DEP
01/01/20|211110051|WATSON|PM10-24hr|UG/M3|11|24|Louisville Metro Air Pollution Control District 
01/01/20|211110051|WATSON|PM2.5-24hr|UG/M3|4.9|24|Louisville Metro Air Pollution Control District 
01/01/20|211110051|WATSON|SO2-24HR|PPB|1|24|Louisville Metro Air Pollution Control District 
01/01/20|211110067|Cannons Lane|CO-8hr|PPM|0.17|1|Louisville Metro Air Pollution Control District 
01/01/20|211110067|Cannons Lane|OZONE-1HR|PPB|37|1|Louisville Metro Air Pollution Control District 
01/01/20|211110067|Cannons Lane|OZONE-8HR|PPB|33|8|Louisville Metro Air Pollution Control District 
01/01/20|211110067|Cannons Lane|PM10-24hr|UG/M3|9|24|Louisville Metro Air Pollution Control District 
01/01/20|211110067|Cannons Lane|PM2.5-24hr|UG/M3|5.4|24|Louisville Metro Air Pollution Control District 
01/01/20|211110067|Cannons Lane|SO2-24HR|PPB|0|24|Louisville Metro Air Pollution Control District 
01/01/20|211110075|Near Road|CO-8hr|PPM|0.32|1|Louisville Metro Air Pollution Control District 
01/01/20|211110075|Near Road|PM10-24hr|UG/M3|10|24|Louisville Metro Air Pollution Control District 
