Date|AQSID|Sitename|Parameter name|Reporting units|Value|Averaging period|Data Source
01/01/20|040031005|Douglas Red Cross|PM2.5-24hr|UG/M3|4.1|24|Arizona Department of Environmental Quality
01/01/20|040038001|Chiricahua NM|OZONE-1HR|PPB|44|1|National Park Service
01/01/20|040038001|Chiricahua NM|OZONE-8HR|PPB|42|8|National Park Service
01/01/20|040051008|Flagstaff Middle Sch|OZONE-1HR|PPB|48|1|Arizona Department of Environmental Quality
01/01/20|040051008|Flagstaff Middle Sch|OZONE-8HR|PPB|46|8|Arizona Department of Environmental Quality
01/01/20|040058001|Grand Canyon NP|OZONE-1HR|PPB|46|1|National Park Service
01/01/20|040058001|Grand Canyon NP|OZONE-8HR|PPB|43|8|National Park Service
01/01/20|040070008|Payson Well Site|PM10-24hr|UG/M3|33|24|Arizona Department of Environmental Quality
01/01/20|040070010|Tonto National Monum|OZONE-1HR|PPB|36|1|Arizona Department of Environmental Quality
01/01/20|040070010|Tonto National Monum|OZONE-8HR|PPB|32|8|Arizona Department of Environmental Quality
01/01/20|040070011|Miami Jones Ranch|SO2-24HR|PPB|9|24|Arizona Department of Environmental Quality
01/01/20|040070012|Miami Town Site|SO2-24HR|PPB|7|24|Arizona Department of Environmental Quality
01/01/20|040071001|Hayden|PM10-24hr|UG/M3|7|24|Arizona Department of Environmental Quality
01/01/20|040071001|Hayden|SO2-24HR|PPB|0|24|Arizona Department of Environmental Quality
01/01/20|040078000|Miami Golf Course|PM10-24hr|UG/M3|8|24|Arizona Department of Environmental Quality
01/01/20|040101010|JPN Site 040101010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040101510|JPN Site 040101510|CO-8hr|PPM|0.42|1|Japan Ministry of Environment
01/01/20|040103010|JPN Site 040103010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040105010|JPN Site 040105010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040106010|JPN Site 040106010|CO-8hr|PPM|0.29|1|Japan Ministry of Environment
01/01/20|040106010|JPN Site 040106010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040107020|JPN Site 040107020|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040108010|JPN Site 040108010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040109010|JPN Site 040109010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040109510|JPN Site 040109510|CO-8hr|PPM|0|1|Japan Ministry of Environment
01/01/20|040128000|Alamo Lake|OZONE-1HR|PPB|40|1|Arizona Department of Environmental Quality
01/01/20|040128000|Alamo Lake|OZONE-8HR|PPB|34|8|Arizona Department of Environmental Quality
01/01/20|040128000|Alamo Lake|PM10-24hr|UG/M3|4|24|Arizona Department of Environmental Quality
01/01/20|040128000|Alamo Lake|PM2.5-24hr|UG/M3|2.1|24|Arizona Department of Environmental Quality
01/01/20|040130019|West Phoenix|CO-8hr|PPM|2.64|1|Maricopa County Air Quality Department
01/01/20|040130019|West Phoenix|OZONE-1HR|PPB|33|1|Maricopa County Air Quality Department
01/01/20|040130019|West Phoenix|OZONE-8HR|PPB|26|8|Maricopa County Air Quality Department
01/01/20|040130019|West Phoenix|PM10-24hr|UG/M3|159|24|Maricopa County Air Quality Department
01/01/20|040130019|West Phoenix|PM2.5-24hr|UG/M3|149.1|24|Maricopa County Air Quality Department
01/01/20|040131003|Mesa - Brooks Reserv|CO-8hr|PPM|0.88|1|Maricopa County Air Quality Department
01/01/20|040131003|Mesa - Brooks Reserv|OZONE-1HR|PPB|36|1|Maricopa County Air Quality Department
01/01/20|040131003|Mesa - Brooks Reserv|OZONE-8HR|PPB|31|8|Maricopa County Air Quality Department
01/01/20|040131003|Mesa - Brooks Reserv|PM10-24hr|UG/M3|15|24|Maricopa County Air Quality Department
01/01/20|040131003|Mesa - Brooks Reserv|PM2.5-24hr|UG/M3|13.9|24|Maricopa County Air Quality Department
01/01/20|040131004|North Phoenix|OZONE-1HR|PPB|23|1|Maricopa County Air Quality Department
01/01/20|040131004|North Phoenix|OZONE-8HR|PPB|19|8|Maricopa County Air Quality Department
01/01/20|040131004|North Phoenix|PM10-24hr|UG/M3|54|24|Maricopa County Air Quality Department
01/01/20|040131004|North Phoenix|PM2.5-24hr|UG/M3|51.4|24|Maricopa County Air Quality Department
01/01/20|040131010|Falcon Field Police |OZONE-1HR|PPB|35|1|Maricopa County Air Quality Department
01/01/20|040131010|Falcon Field Police |OZONE-8HR|PPB|30|8|Maricopa County Air Quality Department
01/01/20|040131030|Ft McD Yuma Frank-AZ|OZONE-1HR|PPB|33|1|Tribal Environmental Exchange Network
01/01/20|040131030|Ft McD Yuma Frank-AZ|OZONE-8HR|PPB|29|8|Tribal Environmental Exchange Network
01/01/20|040131030|Ft McD Yuma Frank-AZ|PM10-24hr|UG/M3|7|24|Tribal Environmental Exchange Network
01/01/20|040132001|Glendale Community C|OZONE-1HR|PPB|34|1|Maricopa County Air Quality Department
01/01/20|040132001|Glendale Community C|OZONE-8HR|PPB|28|8|Maricopa County Air Quality Department
01/01/20|040132001|Glendale Community C|PM10-24hr|UG/M3|68|24|Maricopa County Air Quality Department
01/01/20|040132001|Glendale Community C|PM2.5-24hr|UG/M3|64.9|24|Maricopa County Air Quality Department
01/01/20|040132005|Pinnacle Peak Club H|OZONE-1HR|PPB|40|1|Maricopa County Air Quality Department
01/01/20|040132005|Pinnacle Peak Club H|OZONE-8HR|PPB|36|8|Maricopa County Air Quality Department
01/01/20|040132010|JPN Site 040132010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040133002|Central Phoenix|CO-8hr|PPM|1.19|1|Maricopa County Air Quality Department
01/01/20|040133002|Central Phoenix|OZONE-1HR|PPB|37|1|Maricopa County Air Quality Department
01/01/20|040133002|Central Phoenix|OZONE-8HR|PPB|30|8|Maricopa County Air Quality Department
01/01/20|040133002|Central Phoenix|PM10-24hr|UG/M3|53|24|Maricopa County Air Quality Department
01/01/20|040133002|Central Phoenix|SO2-24HR|PPB|1|24|Maricopa County Air Quality Department
01/01/20|040133003|South Scottsdale|OZONE-1HR|PPB|26|1|Maricopa County Air Quality Department
01/01/20|040133003|South Scottsdale|OZONE-8HR|PPB|23|8|Maricopa County Air Quality Department
01/01/20|040133003|South Scottsdale|PM10-24hr|UG/M3|24|24|Maricopa County Air Quality Department
01/01/20|040133510|JPN Site 040133510|CO-8hr|PPM|0.29|1|Japan Ministry of Environment
01/01/20|040133510|JPN Site 040133510|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040134003|South Phoenix|CO-8hr|PPM|0.93|1|Maricopa County Air Quality Department
01/01/20|040134003|South Phoenix|OZONE-1HR|PPB|35|1|Maricopa County Air Quality Department
01/01/20|040134003|South Phoenix|OZONE-8HR|PPB|30|8|Maricopa County Air Quality Department
01/01/20|040134003|South Phoenix|PM10-24hr|UG/M3|72|24|Maricopa County Air Quality Department
01/01/20|040134003|South Phoenix|PM2.5-24hr|UG/M3|64.7|24|Maricopa County Air Quality Department
01/01/20|040134004|West Chandler Fire S|CO-8hr|PPM|0.63|1|Maricopa County Air Quality Department
01/01/20|040134004|West Chandler Fire S|OZONE-1HR|PPB|33|1|Maricopa County Air Quality Department
01/01/20|040134004|West Chandler Fire S|OZONE-8HR|PPB|27|8|Maricopa County Air Quality Department
01/01/20|040134004|West Chandler Fire S|PM10-24hr|UG/M3|49|24|Maricopa County Air Quality Department
01/01/20|040134005|Tempe|OZONE-1HR|PPB|22|1|Maricopa County Air Quality Department
01/01/20|040134005|Tempe|OZONE-8HR|PPB|20|8|Maricopa County Air Quality Department
01/01/20|040134005|Tempe|PM10-24hr|UG/M3|14|24|Maricopa County Air Quality Department
01/01/20|040134005|Tempe|PM2.5-24hr|UG/M3|12.2|24|Maricopa County Air Quality Department
01/01/20|040134006|Higley|PM10-24hr|UG/M3|27|24|Maricopa County Air Quality Department
01/01/20|040134008|Cave Creek|OZONE-1HR|PPB|38|1|Maricopa County Air Quality Department
01/01/20|040134008|Cave Creek|OZONE-8HR|PPB|34|8|Maricopa County Air Quality Department
01/01/20|040134009|West 43rd|PM10-24hr|UG/M3|98|24|Maricopa County Air Quality Department
01/01/20|040134010|Dysart|OZONE-1HR|PPB|38|1|Maricopa County Air Quality Department
01/01/20|040134010|Dysart|OZONE-8HR|PPB|33|8|Maricopa County Air Quality Department
01/01/20|040134010|Dysart|PM10-24hr|UG/M3|17|24|Maricopa County Air Quality Department
01/01/20|040134011|Buckeye|CO-8hr|PPM|0.67|1|Maricopa County Air Quality Department
01/01/20|040134011|Buckeye|OZONE-1HR|PPB|33|1|Maricopa County Air Quality Department
01/01/20|040134011|Buckeye|OZONE-8HR|PPB|26|8|Maricopa County Air Quality Department
01/01/20|040134011|Buckeye|PM10-24hr|UG/M3|38|24|Maricopa County Air Quality Department
01/01/20|040134016|Zuni Hills|PM10-24hr|UG/M3|14|24|Maricopa County Air Quality Department
01/01/20|040134019|Diablo|CO-8hr|PPM|0.93|1|Maricopa County Air Quality Department
01/01/20|040134019|Diablo|PM2.5-24hr|UG/M3|20.8|24|Maricopa County Air Quality Department
01/01/20|040137003|StJohns|PM10-24hr|UG/M3|27|24|Gila River Indian Community DEQ Air Quality Program
01/01/20|040137010|JPN Site 040137010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040137020|Senior Center|OZONE-1HR|PPB|36|1|Salt River Pima-Maricopa Indian Community
01/01/20|040137020|Senior Center|OZONE-8HR|PPB|30|8|Salt River Pima-Maricopa Indian Community
01/01/20|040137020|Senior Center|PM10-24hr|UG/M3|8|24|Salt River Pima-Maricopa Indian Community
01/01/20|040137021|Red Mountain|OZONE-1HR|PPB|35|1|Salt River Pima-Maricopa Indian Community
01/01/20|040137021|Red Mountain|OZONE-8HR|PPB|31|8|Salt River Pima-Maricopa Indian Community
01/01/20|040137022|LEHI|OZONE-1HR|PPB|36|1|Salt River Pima-Maricopa Indian Community
01/01/20|040137022|LEHI|OZONE-8HR|PPB|31|8|Salt River Pima-Maricopa Indian Community
01/01/20|040137022|LEHI|PM10-24hr|UG/M3|9|24|Salt River Pima-Maricopa Indian Community
01/01/20|040137024|High School|OZONE-1HR|PPB|35|1|Salt River Pima-Maricopa Indian Community
01/01/20|040137024|High School|OZONE-8HR|PPB|30|8|Salt River Pima-Maricopa Indian Community
01/01/20|040137024|High School|PM10-24hr|UG/M3|6|24|Salt River Pima-Maricopa Indian Community
01/01/20|040139508|Humboldt Mountain - |OZONE-1HR|PPB|40|1|Maricopa County Air Quality Department
01/01/20|040139508|Humboldt Mountain - |OZONE-8HR|PPB|38|8|Maricopa County Air Quality Department
01/01/20|040139702|Blue Point Sheriff S|OZONE-1HR|PPB|36|1|Maricopa County Air Quality Department
01/01/20|040139702|Blue Point Sheriff S|OZONE-8HR|PPB|30|8|Maricopa County Air Quality Department
01/01/20|040139704|Fountain Hills|OZONE-1HR|PPB|34|1|Maricopa County Air Quality Department
01/01/20|040139704|Fountain Hills|OZONE-8HR|PPB|30|8|Maricopa County Air Quality Department
01/01/20|040139812|Durango Complex|PM10-24hr|UG/M3|85|24|Maricopa County Air Quality Department
01/01/20|040139812|Durango Complex|PM2.5-24hr|UG/M3|76.3|24|Maricopa County Air Quality Department
01/01/20|040139812|Durango Complex|SO2-24HR|PPB|1|24|Maricopa County Air Quality Department
01/01/20|040139997|Phoenix JLG Supersit|CO-8hr|PPM|1.41|1|Arizona Department of Environmental Quality
01/01/20|040139997|Phoenix JLG Supersit|OZONE-1HR|PPB|34|1|Arizona Department of Environmental Quality
01/01/20|040139997|Phoenix JLG Supersit|OZONE-8HR|PPB|28|8|Arizona Department of Environmental Quality
01/01/20|040139997|Phoenix JLG Supersit|PM10-24hr|UG/M3|81|24|Arizona Department of Environmental Quality
01/01/20|040139997|Phoenix JLG Supersit|PM2.5-24hr|UG/M3|77.4|24|Arizona Department of Environmental Quality
01/01/20|040139997|Phoenix JLG Supersit|SO2-24HR|PPB|1|24|Arizona Department of Environmental Quality
01/01/20|040151003|Bullhead City|PM10-24hr|UG/M3|4|24|Arizona Department of Environmental Quality
01/01/20|040170119|Petrified Forest NP|OZONE-1HR|PPB|37|1|National Park Service
01/01/20|040170119|Petrified Forest NP|OZONE-8HR|PPB|35|8|National Park Service
01/01/20|040190001|Ajo|PM10-24hr|UG/M3|7|24|Arizona Department of Environmental Quality
01/01/20|040190011|Orange Grove|PM10-24hr|UG/M3|28|24|Pima County Department of Environmental Quality
01/01/20|040190011|Orange Grove|PM2.5-24hr|UG/M3|17.6|24|Pima County Department of Environmental Quality
01/01/20|040190020|Rillito|PM10-24hr|UG/M3|32|24|Arizona Department of Environmental Quality
01/01/20|040190021|Saguaro Monument|OZONE-1HR|PPB|40|1|Pima County Department of Environmental Quality
01/01/20|040190021|Saguaro Monument|OZONE-8HR|PPB|36|8|Pima County Department of Environmental Quality
01/01/20|040191001|South Tucson|PM10-24hr|UG/M3|36|24|Pima County Department of Environmental Quality
01/01/20|040191011|22nd Street & Craycr|OZONE-1HR|PPB|38|1|Pima County Department of Environmental Quality
01/01/20|040191011|22nd Street & Craycr|OZONE-8HR|PPB|33|8|Pima County Department of Environmental Quality
01/01/20|040191018|Tangerine & Camino d|OZONE-1HR|PPB|38|1|Pima County Department of Environmental Quality
01/01/20|040191018|Tangerine & Camino d|OZONE-8HR|PPB|34|8|Pima County Department of Environmental Quality
01/01/20|040191020|Fairgrounds|OZONE-1HR|PPB|41|1|Pima County Department of Environmental Quality
01/01/20|040191020|Fairgrounds|OZONE-8HR|PPB|36|8|Pima County Department of Environmental Quality
01/01/20|040191028|Children's Park Site|OZONE-1HR|PPB|39|1|Pima County Department of Environmental Quality
01/01/20|040191028|Children's Park Site|OZONE-8HR|PPB|33|8|Pima County Department of Environmental Quality
01/01/20|040191028|Children's Park Site|PM2.5-24hr|UG/M3|16.5|24|Pima County Department of Environmental Quality
01/01/20|040191030|Green Valley|OZONE-1HR|PPB|41|1|Pima County Department of Environmental Quality
01/01/20|040191030|Green Valley|OZONE-8HR|PPB|36|8|Pima County Department of Environmental Quality
01/01/20|040191030|Green Valley|PM10-24hr|UG/M3|5|24|Pima County Department of Environmental Quality
01/01/20|040191032|Rose Elementary|OZONE-1HR|PPB|37|1|Pima County Department of Environmental Quality
01/01/20|040191032|Rose Elementary|OZONE-8HR|PPB|32|8|Pima County Department of Environmental Quality
01/01/20|040191032|Rose Elementary|PM2.5-24hr|UG/M3|17.9|24|Pima County Department of Environmental Quality
01/01/20|040191034|Coachline|OZONE-1HR|PPB|38|1|Pima County Department of Environmental Quality
01/01/20|040191034|Coachline|OZONE-8HR|PPB|30|8|Pima County Department of Environmental Quality
01/01/20|040191113|Geronimo|PM10-24hr|UG/M3|36|24|Pima County Department of Environmental Quality
01/01/20|040191113|Geronimo|PM2.5-24hr|UG/M3|25.4|24|Pima County Department of Environmental Quality
01/01/20|040202010|JPN Site 040202010|CO-8hr|PPM|0.61|1|Japan Ministry of Environment
01/01/20|040202010|JPN Site 040202010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040202030|JPN Site 040202030|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040202050|JPN Site 040202050|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040202060|JPN Site 040202060|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040202080|JPN Site 040202080|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040202250|JPN Site 040202250|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040202510|JPN Site 040202510|CO-8hr|PPM|0.57|1|Japan Ministry of Environment
01/01/20|040203060|JPN Site 040203060|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040203100|JPN Site 040203100|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040204010|JPN Site 040204010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040205010|JPN Site 040205010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040206010|JPN Site 040206010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040210001|Casa Grande Downtown|PM10-24hr|UG/M3|23|24|Pinal County Air Quality Control District
01/01/20|040210010|JPN Site 040210010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040213001|AJ Maintenance Yard|OZONE-1HR|PPB|37|1|Pinal County Air Quality Control District
01/01/20|040213001|AJ Maintenance Yard|OZONE-8HR|PPB|33|8|Pinal County Air Quality Control District
01/01/20|040213002|Apache Junction|PM10-24hr|UG/M3|8|24|Maricopa County Air Quality Department
01/01/20|040213003|C GRANDE|OZONE-1HR|PPB|35|1|Pinal County Air Quality Control District
01/01/20|040213003|C GRANDE|OZONE-8HR|PPB|30|8|Pinal County Air Quality Control District
01/01/20|040213007|Pinal Air Park|OZONE-1HR|PPB|40|1|Pinal County Air Quality Control District
01/01/20|040213007|Pinal Air Park|OZONE-8HR|PPB|34|8|Pinal County Air Quality Control District
01/01/20|040213007|Pinal Air Park|PM10-24hr|UG/M3|18|24|Pinal County Air Quality Control District
01/01/20|040213008|Stanfield|PM10-24hr|UG/M3|15|24|Pinal County Air Quality Control District
01/01/20|040213009|COMBS|PM10-24hr|UG/M3|27|24|Pinal County Air Quality Control District
01/01/20|040213011|Pinal County Housing|PM10-24hr|UG/M3|11|24|Pinal County Air Quality Control District
01/01/20|040213014|Eloy|PM10-24hr|UG/M3|20|24|Pinal County Air Quality Control District
01/01/20|040213015|Hidden Valley|PM10-24hr|UG/M3|24|24|Pinal County Air Quality Control District
01/01/20|040213015|Hidden Valley|PM2.5-24hr|UG/M3|11.3|24|Pinal County Air Quality Control District
01/01/20|040214010|JPN Site 040214010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|040216010|JPN Site 040216010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040217001|Sacaton|PM10-24hr|UG/M3|18|24|Gila River Indian Community DEQ Air Quality Program
01/01/20|040217004|CasaBlanca|PM10-24hr|UG/M3|18|24|Gila River Indian Community DEQ Air Quality Program
01/01/20|040218001|Queen Valley|OZONE-1HR|PPB|39|1|Arizona Department of Environmental Quality
01/01/20|040218001|Queen Valley|OZONE-8HR|PPB|36|8|Arizona Department of Environmental Quality
01/01/20|040220010|JPN Site 040220010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040221010|JPN Site 040221010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040222010|JPN Site 040222010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040223510|JPN Site 040223510|CO-8hr|PPM|0.46|1|Japan Ministry of Environment
01/01/20|040228010|JPN Site 040228010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040230004|Nogales Post Office|PM10-24hr|UG/M3|100|24|Arizona Department of Environmental Quality
01/01/20|040230004|Nogales Post Office|PM2.5-24hr|UG/M3|83.2|24|Arizona Department of Environmental Quality
01/01/20|040258034|Prescott Pioneer Par|OZONE-1HR|PPB|40|1|Arizona Department of Environmental Quality
01/01/20|040258034|Prescott Pioneer Par|OZONE-8HR|PPB|33|8|Arizona Department of Environmental Quality
01/01/20|040278011|Yuma Supersite|OZONE-1HR|PPB|42|1|Arizona Department of Environmental Quality
01/01/20|040278011|Yuma Supersite|OZONE-8HR|PPB|37|8|Arizona Department of Environmental Quality
01/01/20|040278011|Yuma Supersite|PM10-24hr|UG/M3|23|24|Arizona Department of Environmental Quality
01/01/20|040278011|Yuma Supersite|PM2.5-24hr|UG/M3|13.5|24|Arizona Department of Environmental Quality
01/01/20|040342010|JPN Site 040342010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040563010|JPN Site 040563010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|040621010|JPN Site 040621010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041201030|JPN Site 041201030|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041201040|JPN Site 041201040|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|041201540|JPN Site 041201540|CO-8hr|PPM|0.29|1|Japan Ministry of Environment
01/01/20|041202060|JPN Site 041202060|SO2-24HR|PPB|2|24|Japan Ministry of Environment
01/01/20|041202200|JPN Site 041202200|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041203010|JPN Site 041203010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041203050|JPN Site 041203050|CO-8hr|PPM|0.22|1|Japan Ministry of Environment
01/01/20|041204010|JPN Site 041204010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041205080|JPN Site 041205080|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041205090|JPN Site 041205090|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041206010|JPN Site 041206010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041207010|JPN Site 041207010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|041209010|JPN Site 041209010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|041210010|JPN Site 041210010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
01/01/20|041341010|JPN Site 041341010|SO2-24HR|PPB|1|24|Japan Ministry of Environment
01/01/20|041425010|JPN Site 041425010|SO2-24HR|PPB|0|24|Japan Ministry of Environment
